,created_at,id,text
0,2022-07-08T01:03:50.000Z,1545212028247220225,RT @mcdowell_norm: @OmarAlghabra @AirCanada Best thing you can do is RESIGN!
1,2022-07-08T01:03:47.000Z,1545212013227479040,@OmarAlghabra @AirCanada End the masks. End the mandates. End the ArriveCAN app. Problem solved
2,2022-07-08T01:03:42.000Z,1545211993564610561,@OmarAlghabra @AirCanada Remember you recently said out -of-practice travellers  are causing delays at security checkpoints ?  I do
3,2022-07-08T01:03:33.000Z,1545211956495130625,"@OmarAlghabra @AirCanada You have to return to the operations that were in place in 2019 and prior. Eliminate all mandates, apps, and restrictions. Offer an olive branch to all those employees you fired. More rules and regulations just cause delays. Everyone knows that and so should you."
4,2022-07-08T01:03:22.000Z,1545211910630817792,"RT @SamS96095050: @AirCanada Hello Air Canada, i made a complaint on June 22 but no one have even replied. Could you please at least reply?…"
5,2022-07-08T01:02:52.000Z,1545211783363043332,"HOW CAN ANYONE GET A HOLD OF @AirCanada IF THEY DONT LET PEOPLE BE PUT ON HOLD? AC, your site says I have to call to change my flight but I can't get a hold of anyone! This is such a horrible set up. Please respond to my DM from June 15th!"
6,2022-07-08T01:02:43.000Z,1545211747312738304,No progress or updates on my lost baggage still after 12 days and one visit to the airport. #AirCanada @AirCanada
7,2022-07-08T01:02:16.000Z,1545211630820130819,"RT @Fernand55591815: Ayuda por favor. Mi hijo vuelve a EEUU via Canadá donde tiene 7 hs de escala, le dicen que necesita una visa, no puede…"
8,2022-07-08T01:00:26.000Z,1545211172651147265,"@ownbossmusic @AirCanada Poha man, foda isso"
9,2022-07-08T01:00:11.000Z,1545211107865935873,"RT @NiaVardalos: Hello @AirCanada and @aegeanairlines where are my family’s bags? Four days without five passengers’ bags. No clothes, no l…"
10,2022-07-08T00:58:49.000Z,1545210762301521920,@OmarAlghabra @AirCanada The way @aircanada is treating their customers isn’t just bad service. It’s abusive and negligent.
11,2022-07-08T00:57:52.000Z,1545210525503705089,@OmarAlghabra @AirCanada This isn’t just about delays and lost baggage. It’s about stranding people for days between connecting flights. Making customers who are disabled or seniors run obscene distances to catch connections and then locking the doors in their faces because they weren’t fast enough.
12,2022-07-08T00:57:39.000Z,1545210471355191301,@Fernand55591815 @AirCanada @AirCanadaLatAm el tiene residencia en USA ó algún tipo de visa temporera?
13,2022-07-08T00:57:34.000Z,1545210449976705024,@OmarAlghabra @AirCanada Canada-hating thug
14,2022-07-08T00:57:31.000Z,1545210437200793600,@OmarAlghabra @AirCanada Canceling flights is not fixing the problem 🤣
15,2022-07-08T00:56:35.000Z,1545210202487631872,RT @AmbArunSahu: Still waiting for update on missing PRIORITY baggage @AirCanada AC 042 of 3 July 2022. Complain report DELAC 24311. Any he…
16,2022-07-08T00:56:21.000Z,1545210144614760449,@MaJiKatz @AirCanada Hope you get to C’ town soon
17,2022-07-08T00:55:57.000Z,1545210044521783296,RT @Victoria59L: @OmarAlghabra @AirCanada GET RID OF THE APP. Cancel off site CV testing that will compound &amp; add more delays. YOU OWN THIS…
18,2022-07-08T00:54:21.000Z,1545209638181711872,RT @Ehtrain8: @StephenPunwasi @AirCanada I have a flight in august that has been rescheduled 4 times in the past several weeks. Brutal
19,2022-07-08T00:52:56.000Z,1545209284593684480,I have to disagree. I’ve been to other airports overseas and they are a much bigger mess. I’d say Dublin and Aer Lingus have us beat by a long shot. Heathrow is also a huge mess. I have been waiting over a week to get an update on my missing baggage. @AirCanada @AerLingus https://t.co/HlY2ZNTtSh
20,2022-07-08T00:52:36.000Z,1545209198773882880,RT @wrychrd: @OmarAlghabra @AirCanada Two people have died this last week after being hit by trucks and another one injured in BC alone. Al…
21,2022-07-08T00:52:10.000Z,1545209089864904704,"RT @SamS96095050: @AirCanada @mobrien415 Hello Air Canada, i made a complaint on June 22 but no one have even replied. Could you please at…"
22,2022-07-08T00:51:26.000Z,1545208908226170880,"@gkarstenssmith @AirCanada Welcome, we’ve got a lot of fun #draft things planned if you wanna join!"
23,2022-07-08T00:50:59.000Z,1545208792043950081,@Fernand55591815 @AirCanada @AirCanadaLatAm queeeeee es totalmente ilogico
24,2022-07-08T00:50:54.000Z,1545208770950598657,@lkono @AirCanada Wedding? What what? Congrats. Hope your big day is joyous
25,2022-07-08T00:50:36.000Z,1545208696648507393,"@OmarAlghabra @AirCanada We are continuing BLAH BLAH our collaboration with BLAH BLAH @AirCanada  to reduce BLAH BLAH delays at major BLAH BLAH Canadian airports.

Same garbage message every day."
26,2022-07-08T00:50:02.000Z,1545208555212394502,RT @Victoria59L: @OmarAlghabra @AirCanada GET RID OF THE APP. Cancel off site CV testing that will compound &amp; add more delays. YOU OWN THIS…
27,2022-07-08T00:49:58.000Z,1545208536623464448,"RT @AClostmyluggage: How are you working with AC to get luggage back to customers? How will customers be compensated?
@OmarAlghabra @AirCan…"
28,2022-07-08T00:49:19.000Z,1545208373867601921,@BhimasWarung @AirCanada Oh no!
29,2022-07-08T00:48:21.000Z,1545208128970555397,@OmarAlghabra @AirCanada Get rid of ARRIVECAN. It’s so obvious. Do what we pay you to do. End the federal mandates and ARRIVECAN!
30,2022-07-08T00:47:08.000Z,1545207823994322947,@OmarAlghabra @AirCanada Where are the results donkey?
31,2022-07-08T00:46:49.000Z,1545207744969441290,"RT @AirCanada: @TheTreyMiguel Hi, we sincerely regret hearing about this. Please DM us further details so we may better advise.  /Ordell"
32,2022-07-08T00:45:30.000Z,1545207412323504129,WTF @AirCanada? You have to do better than that…FIND TREY’S BAG ASAP! https://t.co/gotWY4I9Ld
33,2022-07-08T00:43:16.000Z,1545206852719464449,@gkarstenssmith @AirCanada Sorry just saw your other tweet! Glad to hear confirmation from someone else too. And yes I guess I'll see you soon (assuming my flight from DC goes ahead!)
34,2022-07-08T00:42:22.000Z,1545206623064424450,RT @OmarAlghabra: Nous poursuivons notre collaboration avec @AirCanada pour réduire les retards dans les principaux aéroports canadiens.👇 h…
35,2022-07-08T00:41:56.000Z,1545206515245670408,@OmarAlghabra @AirCanada END the mandates. END ArriveCan.
36,2022-07-08T00:41:37.000Z,1545206437290409985,@BradenMcMill @AirCanada YES! It is. See you at the airport!
37,2022-07-08T00:41:16.000Z,1545206346009673729,Hey @AirCanada still waiting to hear if my aunts bag was found. Lost via connection(?) in Montreal from LAX to DUB. 7/6/2022 landed at 9:30am flight AC802 she’s only here for another week last name Fries.
38,2022-07-08T00:41:00.000Z,1545206278577967105,"@gkarstenssmith @AirCanada Hey @gkarstenssmith, is this for AC309 departing at 630pm? I also got a cancellation notice for that this morning, but upon checking my ref number in the app it shows me now booked on what looks to be the same flight but new flight number. Hopefully this is the case for you too."
39,2022-07-08T00:40:18.000Z,1545206104036151296,RT @SimplyBriPdx: @AClostmyluggage Lost 6/14 received yesterday. I hounded them every chance I had. Spent my entire trip without my luggage…
40,2022-07-08T00:40:17.000Z,1545206100194050048,"45 days later &amp; against all odds, my bag is home! Thank you Paul Prvulovic from YYZ @AirCanada Lost &amp; Found for bending over backwards and searching the entire airport for weeks! https://t.co/inO2sky64L"
41,2022-07-08T00:39:46.000Z,1545205972037038081,@AirCanada This is what I get when I try to review / revise my flight on both your website and your app. Your phone says you aren’t answering phones anymore and advise to use the website or app! What do I do!?! https://t.co/gOBevcKdES
42,2022-07-08T00:39:07.000Z,1545205805246324736,@Memoriahelada @Fernand55591815 @la_gran_gra @AirCanada @AirCanadaLatAm Salta de un avión a otro? Debe ser para ahorrar combustible
43,2022-07-08T00:38:53.000Z,1545205747830734851,@OmarAlghabra @AirCanada Worm.
44,2022-07-08T00:38:39.000Z,1545205691228360704,"@AirCanada pet ban in cargo holds? Seriously? As if Air Canada couldn't make traveling any worse for people. It's as if you said, hold my beer....
Remind me to never fly your airline again https://t.co/aHhEYWgNlL"
45,2022-07-08T00:38:29.000Z,1545205648543158272,RT @lincolnmjay: Yvonne shares her experience flying with @AirCanada. She has located one of her families bags. Two more to go. She arrived…
46,2022-07-08T00:38:22.000Z,1545205616171433986,"Hey @AirCanada - you may want to send someone to Gate 73 at YUL to board the passengers. The plane seems ready, the phone’s  ringing but all your agents have gone home … thanks a bunch, your stranded passenger."
47,2022-07-08T00:37:49.000Z,1545205480267530240,RT @Victoria59L: @OmarAlghabra @AirCanada GET RID OF THE APP. Cancel off site CV testing that will compound &amp; add more delays. YOU OWN THIS…
48,2022-07-08T00:37:37.000Z,1545205430372016128,@AClostmyluggage @OmarAlghabra @AirCanada @CTVToronto @globalnews @CP24 @TorontoStar @nationalpost He suffers from Dunning Kruger.
49,2022-07-08T00:37:10.000Z,1545205317377478657,"RT @AClostmyluggage: How are you working with AC to get luggage back to customers? How will customers be compensated?
@OmarAlghabra @AirCan…"
