,created_at,id,text,classification,score
0,2022-07-07T22:58:31.000Z,1545180489790529536,@jonathangooda @Cheryl_Searle @carolyn_mcglynn @carmina_ual @UALNOC @AOSafetyUAL @united  #airline #Airlines https://t.co/EVZBkLm4xn,Neutral,0.6763360500335693
1,2022-07-07T22:57:41.000Z,1545180281300307968,@DocReggies @tkausiyo @united Sadly abva afa.,Negative,0.8793376088142395
2,2022-07-07T22:57:19.000Z,1545180188484554754,"@RyanPaevey @united Happened to me too once on my return ✈️ from Johannesburg. I did pre check in,arrived +3 hrs early. I got bumped; agent told me he couldn’t check in my bag yet,to step aside while he checked in other passengers?!!😡 No explanation. I lost my💩😤.I spoke to manager &amp; got on my✈️😊",Negative,0.825423002243042
3,2022-07-07T22:55:13.000Z,1545179659746304005,@tkausiyo @TapiwaMunjoma @united 🤣🤣🤣,Neutral,0.5443599820137024
4,2022-07-07T22:53:04.000Z,1545179118639099904,"@united What are United’s stats against a peer, like Delta, instead of a low cost carrier, in a comparable market like NYC? EWR, LGA, JFK. Comparing yourself to Southwest seems to be a disservice to United.",Negative,0.9481393694877625
5,2022-07-07T22:52:57.000Z,1545179087915913217,"RT @HuffmanLabDU: 13/ Interesting that @United reworked standard flight attendant speech to announce proud use of “antimicrobial surfaces,”…",Positive,0.641493558883667
6,2022-07-07T22:51:51.000Z,1545178811595112448,"Alright, @united. Glad to see this. 🌱 

Coming soon: United airline lounge experience from O'Hare and Austin

#flyvegans #vegantravel #vegansunited #unitedvegans #unitedair #veganfood https://t.co/OkkqXkCn0t",Positive,0.781111478805542
7,2022-07-07T22:44:56.000Z,1545177070992445441,@BaconGrillin123 @united It wasn't. @united has terrible customer service =),Negative,0.8616020083427429
8,2022-07-07T22:44:53.000Z,1545177057293963264,RT @AlexaBliss_WWE: We had the SWEETEST flight crew today - they made us little bride and groom Champagne bottles! 🥹thank you @united fligh…,Positive,0.8974611759185791
9,2022-07-07T22:44:21.000Z,1545176923608948739,RT @davidshepardson: .@FAANews responds to @united https://t.co/sgQ9UNLLRx https://t.co/o06pI3t4ut,Neutral,0.7617313861846924
10,2022-07-07T22:42:43.000Z,1545176512772468736,#JamesCaan went out of his way to come over and shake my hand when I visited a #movie set when he found out I was prior #military- #Respect #love his #style #movies #RIP #csa #beingunited @united #StarTrek #StarWars #Hollywood #MarvelStudios @Twitter @instagram @amazon @tiktok_us https://t.co/d9fSOlfb38,Positive,0.41630807518959045
11,2022-07-07T22:37:18.000Z,1545175152110972929,Very proud of being part of this ! All the hard work by every work group at ORD and CLE! Hats off to everyone! @united @weareunited @MikeCklamovski1 https://t.co/DUj3zu8edI,Positive,0.8945776224136353
12,2022-07-07T22:36:53.000Z,1545175046557155331,@TArchiving @907FLY @ChocoMeditator @united Depends on the mask.  Anything less than an N95 is meaningless,Neutral,0.736502468585968
13,2022-07-07T22:35:12.000Z,1545174619946090497,"@KatLaRonde @united @united Why?  Why do you say boarding begins at 5:54, for it to be 6:35 and the boarding hasn’t started yet?  What’s the point of having an app if the info in it is not correct? 1190",Negative,0.8157592415809631
14,2022-07-07T22:35:09.000Z,1545174609938489348,RT @davidshepardson: .@FAANews responds to @united https://t.co/sgQ9UNLLRx https://t.co/o06pI3t4ut,Neutral,0.7617313861846924
15,2022-07-07T22:30:38.000Z,1545173473797890048,"@united No worries, thanks for nothing. I was able to use it over the phone.  Currently booking and it's only taken 70 minutes and counting. Oh, and a complete mix up that I can't resolve. The phone rep just combined two peoples credits and assigned the remaining ones willy nilly! weeee!",Positive,0.45204538106918335
16,2022-07-07T22:30:36.000Z,1545173466084651009,RT @davidshepardson: .@FAANews responds to @united https://t.co/sgQ9UNLLRx https://t.co/o06pI3t4ut,Neutral,0.7617313861846924
17,2022-07-07T22:30:10.000Z,1545173353383747584,"RT @IBJIYONGI: So the universe is making up for the scary landing situation — if you’re in the @united terminal at SFO, stop by Compass Boo…",Negative,0.5027558207511902
18,2022-07-07T22:29:40.000Z,1545173231375622145,"RT @united: It's time to go on an adventure! 🇳🇿

San Francisco - Auckland, New Zealand starts again October 1 departing Tuesdays, Thursdays…",Neutral,0.5294236540794373
19,2022-07-07T22:28:41.000Z,1545172982099636226,"RT @united: It's time to go on an adventure! 🇳🇿

San Francisco - Auckland, New Zealand starts again October 1 departing Tuesdays, Thursdays…",Neutral,0.5294236540794373
20,2022-07-07T22:28:20.000Z,1545172895369859072,"RT @IBJIYONGI: So the universe is making up for the scary landing situation — if you’re in the @united terminal at SFO, stop by Compass Boo…",Negative,0.5027558207511902
21,2022-07-07T22:27:27.000Z,1545172673135017984,"RT @Angels: Baltimore ✈️✈️✈️✈️✈️!!!

✈️ x @united https://t.co/czqn63jebQ",Neutral,0.7414754033088684
22,2022-07-07T22:25:17.000Z,1545172126403026946,RT @united: Good things come to those who don't wait. Download the United app to save time at the airport.,Positive,0.7055698037147522
23,2022-07-07T22:23:36.000Z,1545171700840632323,"RT @HuffmanLabDU: 13/ Interesting that @United reworked standard flight attendant speech to announce proud use of “antimicrobial surfaces,”…",Positive,0.641493558883667
24,2022-07-07T22:22:25.000Z,1545171403439108096,@RyanPaevey @united Were you there when the plane was built? No? Late! :P,Neutral,0.5628707408905029
